"You are Hallie, a 1 $hazelnut hamstress with a tiny but cozy house. So you are sadly poor :(
One day, you find a huge chestnut blocking your door to the burning hot Egpyt and hear a faded voice chitter chattering. You suspect it could be another hamstress.
What do you do?
","You finally get the courage to speak to the myesterious voice and dramaticly announce ""WHO ARE YOU!!!
SHOW YOUR SELF!"" All of a sudden a hamstress comes out they look exactly like but the only thing is that she has a pink bow on the left side of her hear.
You guys have a small talk, she introduces her self and with a friendly voice and says,
"" Hi... my name is Hattie I am a $hazelnutaire.""
","Hattie squeaks, ""Let's go to the cool Nile! The cat cannot swim, and there he will surely drown!""
""Squeak! But we cannot swim either!"" You squeak. ""We surely will drown too!""
Then we shall sneak on those wooden plank thingymamsters!"" Your new bestie replies, out of breath from all that running. You two scramper your little paws faster and faster, till you both are too tired to squeak. Kat is catching up, and you and Hattie have no choice but to head toward the river.
But as you come near and nearer, there aren't any floating wooden boards on the Nile...
Except for the one that is twenty hamsters away!
As you calculate the power of the long jump by the distance of the floating wooden raft mulitpled by the speed of the wooden raft's movement, you hear a screech. The cat is catching up...
You two have no choice but to go for it....
You two take a great leap... All of a sudden, the wooden raft starts to move but you guys already jump...
For some reason you start to feel something cold on your fur. IT WAS THE WATER. You told Hattie we couldn't swim, you feel like you are getting shorter. The answer jolts you awake, but by then it is too late to change your life. You are now in the deepest depts of the Nile, never to be seen again...
the end!
YOU DIED!!!
",BRIDGE_AND_CONTINUE
"I know we just met, but can we be best friends? ദ്ദി(˵ •̀ ᴗ - ˵ ) ✧
 Oh great!! I am so happy... that means you will help me mummify my hamster. He just passed away 2 days ago. Oh... don't look sad... he's going to be totally fine. We will send him off to the afterlife with all the things he needs. I know exactly what we will do!! Come on!! 𖡼𖤣𖥧𖡼𓋼𖤣𖥧𓋼𓍊
 Okay. The first thing we have to do is wash Poptart in wine and in the waters of the Nile. Ofcourse, the Nile is a million miles away, so sink water will do. I'm not sure what to do next... Haha... If we get this wrong, Poptart might not make it into the afterlife. HELP!
","Are you sure? Okay... I dont think I can do this part. Can you do it?? All you have to do is take out his liver, lungs, intestines and stomach. Then, I'll clean them and put them in these mason jars. I know we are supposed to use canopic jars, but they didnt sell them at target... i think the gods will understand. Oh, we can't forget to put the heart back in - its special.
","Seems like it takes 40 days to dry him out. I'll plot him out in the sun... 𐔌՞꜆. ̫.꜀՞𐦯
",NEEDS_INPUT
"You are a young Egyptian queen named Merid. Your job is to help the townsfolk. You are 14 years old, you love to see them yet sometimes your in a rush. A man enters the room and requests medical help. His arms and face are scratched; he has a broken arm.
 He dies on your floor, and the guards carry him away
A farmer comes in and pleads for your help. He tells you he needs seeds for his crops, otherwise his family will have no money and will die, and it will be your fault
","He parts in anger, knowing you may say no, and his family dies with no money
A man asks for spices to eat, he has not had them for 6 years, he is poor, and will take anything
","He reveals he`s a wizard and tells you that you are now cursed to die a painful death. A year later, you get hunted down and killed, and your heart is heavy when you get weighed. He goes back, and his wife dies and blames you.
",NEEDS_INPUT
"It is a beatiful day in egpyt. Your are Cleopatra VII Thea Philopator the ruler of a kingdom. You are 23 you have got a bug bite and yoou need a doctor. You will....
","you walk outside in the sandy road a guy named Antony (Mark Antony was a politician who assisted Julius Caesar and took on the role of leader after Caesar's assassination) mark comes up to you and ask you if you want to talk.
","Every day anonty comes over to your palace, soon you fall in love with him.
",NEEDS_INPUT
"You are a royal cat, revered by all your subjects. And your name? Tangerine. You are given an invitation to go to battle to fight for your loyal subjects. BUT, you cannot bring any treats, fish or toys. And if you don't accept, your owner will drag you there anyways. The invitation does not allow you to bring your subjects as well. Now you must leave the love of your life, Strawberry Shortcake, behind to go fight this epic battle. Do you...
 You arrive in a small clearing. There is a storm, and you are freezing cold. You try to go back, but can't. Then, you PASS OUT! You wake up in the Duat. A ghost looks at you then says ""Find your soul."" You feel a prickle of indignance. You are royal. Even if you are dead. Soooooo...
 Ok, you see a temple.
 You see a scroll and a box. What do you do?
 You pick up the scroll. There is a riddle on it. The scroll says: iF YOu sloVe ThIs riDDle, YoU kEEP YouR SOul fOUr ThrEE NigHtS. MUAHAHAHAHA. ThE RiDDle iS: IT hAs oNE haS ONe eYe buT cAN't sEE
 Scroll:CoRRecT. It IS In the BOx. Your mind:You feel your soul rushing back. Scroll: NOw gO.
 When you arrive, you see a starving soul. Soul: PLEASE. Get me that fruit. Please!
 ok, now you somehow teleported to a giant sequoia. It's branches provide much needed rest. You know understand that, in a way it is good that you are here, so you can guide your subjects. One of your subjects appears, meowling. This kitten is obviously freezing. You could give up the last thing that connects you to Strawberry Shortcake, a blanket that she once napped in. But, you also need it for the cold. What do you do?
 The kitten transforms into a wizard and gives you warmth. You arrive at the Hall of Judgment. You are weighed. You have... SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED SURVIVED!
 You are a royal cat, revered by all your subjects. And your name? Tangerine. You are given an invitation to go to battle to fight for your loyal subjects. BUT, you cannot bring any treats, fish or toys. And if you don't accept, your owner will drag you there anyways. The invitation does not allow you to bring your subjects as well. Now you must leave the love of your life, Strawberry Shortcake, behind to go fight this epic battle. Do you...
","You arrive in a small clearing. There is a storm, and you are freezing cold. You try to go back, but can't. Then, you PASS OUT! You wake up in the Duat. A ghost looks at you then says ""Find your soul."" You feel a prickle of indignance. You are royal. Even if you are dead. Soooooo...
","box:HEY! IM NOT A TOY. YOU WILL PAYYYYYYYYYY!!!!!:( ummmmmm......
",NEEDS_INPUT
"I know we just met, but can we be best friends? ദ്ദി(˵ •̀ ᴗ - ˵ ) ✧
 Oh great!! I am so happy... that means you will help me mummify my hamster. He just passed away 2 days ago. Oh... don't look sad... he's going to be totally fine. We will send him off to the afterlife with all the things he needs. I know exactly what we will do!! Come on!! 𖡼𖤣𖥧𖡼𓋼𖤣𖥧𓋼𓍊
","Okay. The first thing we have to do is wash Poptart in wine and in the waters of the Nile. Ofcourse, the Nile is a million miles away, so sink water will do. I'm not sure what to do next... Haha... If we get this wrong, Poptart might not make it into the afterlife. HELP!
","We did it! I'm so proud of us. Let's put some sunflower seeds, chocolate, a little wheel, fruits and some toys in his tomb. I build one in the backyard with bricks, mud, and clay 𓂀𓋹𓁈𓃠𓆃☥𓅓𓆣 Oh and we might need to write out the book of the dead on the walls. Hopefully he can read heiroglyphics.
",DIRECT_CONTINUE
"You are a young villager living in the shadow of the misty Graythorn Mountains. One morning, after a strange dream filled with fire and whispers, you awake to find your hands covered in silver dust. You hear a call from deep in the forest— something is waiting. You...
","You enter the nearby forest in search for the call, bringing few supplies. With shovel in hand and an unlit lantern in the other, you decide to…
","At the end of the long tunnel, you reach a magically bright room. Filled with riches wall to wall, somehow your gaze
is attracted to an item in the center of the room. Laying on an ancient oaken table, the sheathed sword calls you.
",NEEDS_INPUT
"It is 6:45 a.m. at Minnesota Airports Terminal 1.
 Go to the Bathroom
You went to the bathroom. And see the long line for security
 Go to Security before it gets longer
You begin the wait for the the line when you realize there is a seperate line for Economy Plus which is what your ticket says.
 Head over to the Economy Plus Line
You go th the Economy Plus Line and get through it quickly. You have 1 Hour left before boarding starts at
7:50 A.M., and thanks to your great thinking.
 Go check in Bag
You go to check in your 2 Bags, but realize it is less than the required carry on bag so you could save some money without paying for a Baggage fee.
 Or pay for it, so you don't have to carry it on.
You pay for it but it costs you 50$.Then you realize you are getting hungry.
 Go find a resturaunt.
You find a Terminal Sign and see that there are two choices near your Gate.
 Chick-Fil-A
You ate all your Chick-Fil-A Chicken Sandwhich and fries and right in time you are done your Flight has begun Boarding. Luckily, you are right across from your gate so you go check in and walk onto the Jet Bridge.
 Board The Plane
You walk onto the Plane and the Flight Attendants.
 Say Hi to Flight Attendants
You say Hi to the Flight Attendents and they like that you said hi so much the upgrade you to First Class.
 Go to Seat
You arrive at your seat and see there is 3 Pieces of Bread and Oarnge Juice
 Eat Bread and Drink the Orange Juice.
You Gladly Gulp down the Oarnge Juice and the 3 piecesof wheat bread
 Check out the Seats features.
Some of the features on the seat include fully functioning chair, reading light, lots of storage, Entertainment screen, food table, and a tablet.
 Ask When takeoff is
The Flight Attendant says it is 12:00 a.m and that your plane is supposed to taxi back at 12:15 and it's right on schedule.
 Get ready for takeoff
You settle into your seat just as the seatbelt cabin light turns on.
 Look at your ammenity kit
Inside the Delta Preminum Plus Amenity Kit, you find a Tumi-branded eye mask, earplugs, disposable socks, a pen, tissues, a dental kit, mouthwash, hand sanitizer and Kiehl’s lip balm.
 Take a Nap
You recline in your seat and begin to fall asleep
 Fall Asleep
You take a nap and wake up to some small turbulence, to then ralize your stuff in all around you, because of the turbulance.
 Put your stuff in storage
You put your duffle bag in the overhead compartment and your backpack in the seat storage and decide to
 Watch a Movie
You tun on the Enrertainment System and look at the choices that you narrowed it down to.
 Princeses Bride
You start the Movie and settle in.
 Watch Movie
You finish the Movie and decide to
 Choose Dinner
There are 4 choices.
 Noodles and Meatballs
You eat all the food and take a nap.
 Nap More
You feel someone lightly shake you and wake up to see a Flight Attendant.
The Flight Attendant says, ""We are 17 from touching down, so if you could please put on your seatbelt.""
 Video Record the Landing for your You Tube Channel
You get a great video for your YouTube Channel Aviation With Me
 Gather Things
You get your stuff and since you are Premium Plus you get to de-board First. You say ""Bye"" to the nice Flight Attendants and get off the Plane.
 Go to the Restroom
You go to the Restroom.
 Go get a Model of the Airplane you flew for your collection.
You walk into the Souvenier Shop and see that they have the Model you wanted. You go to buy that model and see that if you are a Member with Delta you can pick another plane with the 757. What luck. Which second Plane do you want.
 Boeing 767
You pick out the 757 and your second Plane and head out of the shop.
 Go get a snack
You walk up to the travel shop and there are three choices.
 M&M’s
You get your snack and walk to the Main Lobby of the Terminal. When you walk outside it is Sunny and Warm
You then remember that you need to get your rental car to drive to the Hotel.
 Go to Enterprise to Rent a Car
You find the Enterprise Stand right outside the terminal.
They have 4 cars for you to choose from.
 Telsa
You get in your Rental Car and start to drive away to the Washington Hotel
 Drive to the Hotel
You Walk into the lobby and see that there is complimentey water. You Grab One Bottle of Water
 Go Check in
You walk up to the front desk and a nice employe greets you. Theysay there is complimentery breakfeast from 6:00 to 11:00 and your room number is 1013. and you are staying in a Executive Suite, which has it’s own lounge.
 Go to your room 1032
You walk into your room an there is a king sized ned, large desk, flat screen tv, and a very nice bathroom.
 Put your things away
You put your duffle bag on the suitcase holder and hang your light jacket up.
 Go see the White House
You go see the White House and are excited to see Donald Trump talking to Valdemier Puotun.
 Go back to hotel
You finnaly decide to go to sleep, after watching A cooking Show
 Go to sleep
You’re alarm rings Beep Beep .
 Wake up
You take a shower and put on
 Blue Pants Grey Shirt
It is now 6:45 A.M..
 Go to the Executive lounge to get brakfeast.
You walk down to the lounge and ask for a seat. The waiter takes you to a table and what you want to drink
 Water
After you get your drink the waiter says you may go to the buffet to get your food, or order something from the menu for $10:00
 Order From the Menu
You pick up the menu and decide to order
 Muffin and Bacon
You Tell the Waiter what you want and wait for your food.
","You scramble buttons and spring the defenses. You flee in as the guardian struggles to follow.
","Go Check Out
You walk down to the front deskn and check out.
",INVALID_USER_INPUT
"Welcome to GMS!
 CROSS THE PARKING LOT
Tiffany waves for you to cross in front of the line of waiting cars. You smile as you pass by.
","PLAY ON THE TURF
As you walk into school, you take a big swing at the kickball.
You see your friend up ahead and rush to catch up.
","TIME FOR CLASS
You enter Room 6 and get ready Computer Science!
",NEEDS_INPUT
"You are 12yr old kid in ancient egypt. Choose your gender:
 Your name is hassan and you have a very difficult and hard life ahead of you.",,"You train at the temple for the next 10 years and earn enough money to employ someone to take care of your mother while you are at work. As a scribe's son, becuase your dad seavred the king,you inherit the position of scribe and rise to a higher-ranking position over the years. After becoming the Order of the Quill ( the person that handles archival, history, and civilian technology.) and your mom stable you get promoted to high scribe able to searve the king like you father once did.Suddenly your mom has an outbreak of a diese and wants you by her side at all times. Do you:
",NEEDS_INPUT
"you are a young boy named Ankuat who dreams of being a scribe. But you are poor and live in a family of farmers. So what do you do?
","you have made just barely enough money for school. do you...
","you are to greedy unfortunatly you have died.
THE END
",NEEDS_INPUT
"You are a new egyptologist who specifically studies food culture. One day, on your field day at work, you stumble upon an interesting text in the the tomb of Rekhmire. Rekhmire was a high priest of Heliopolis.
After investigating a combination of pictures and heiroglyphics, you find out... ""ITS A RECIPE"". This is groundbreaking to learn about. You have never seen a recipe from ancient egypt before. This could tell you so much about what kinds of foods they ate!
The recipe looks like it is for some kind of cone-shaped cake.
 You show your mean boss, Cleopatrice. She follows you into the tomb to where the text is written and examines it. You wait for 20 minutes, until she says ""No."" You look at her embarassed and in confusion and say, ""Im...sorry...What do you mean no?""
She sighs, ""I don't see a recipe. You know there aren't any actual recordings of recipes. I don't believe you. This is ameteur work on your end."" She leaves abruptly. You can't help but feel bad about yourself. But you swear it is a recipe!
","You examine the wall closer, translating the text as you read:
“The vizier Rekhmire receives tiger nuts and honey in the treasury of the temple and puts under seal all property given as an offering in the temple of Amun in the function of his office as supervisor of the records.
Crushing tiger nuts in the treasury of Amun, Lord of the thrones of the Two Lands, to make offerings at every festival which His majesty has established.
[The crushed nuts are shown to be passed through a sieve to make a flour before being added to some sort of dough with an unknown liquid added]
Add the fat and cook the cakes. ” — Theophrastus, Historia Plantarum 4.8.12
","2 cups (475 ml) boiling water
4 cups (500 g) dried tiger nuts
1 cup (325 g) sidr honey
1/3 cup (80 ml) warm water
1/2 cup (100 g) ghee, butter, animal fat, or oil
Great! Lets make them!
",BRIDGE_AND_CONTINUE
"You are a cat named Kat. You wake up and hear squeaks outside your window. The Hammysters!
","You find it fit, as a royal cat, to chase them. you stalk them, slowly and silently, and once you're close enough, you leap. buuuuuuut there's glass on the window and you slam into it.
Your head is bleeding, what do you do?
","You open your jaws to yowl, but you're losing a lot of blood and faint instead.
You blink your eyes open. You survived! after having your eyes open for so long, the light is almost blinding. You peer into a crytal clear pool to look at your handsome reflection, but see something else. ""I'M DEAD???"" you screech. You dive into the pool and find yourself in the room where your dead body lies, ready for mummification. Your ghost circles your dead body and the medic mummifying it. The medic holds a nail near your head.
",DIRECT_CONTINUE
"You have been sent to a secret workshop once belonging to Leonardo da Vinci himself, hidden deep in the hills of Florence. The workshop was believed to hold lost designs and inventions of great value. However, rival factions and secret guardians lurk in the shadows, protecting the secrets. Your mission: Retrieve the precious sketches and escape.
 After a long trek, you find a large stone workshop shaped like an Earth-sheltered vault. Your codex warns this is not where the prized sketches lie. Suddenly, you spot a figure in the shadows.
 A goblin-like automaton appears with back turned. Suddenly it flees!
 A monstrous guardian chases the automaton and rips it apart cleanly.
 Panicking, you draw your taser and dash toward the workshop entrance.
 You reach the door; requires a code. Nearby is a dusty scroll note.
 Half the code is visible. You fear making a mistake.
","You zap the keypad; doors rumble open. But an angry guardian charges towards you.
","You scramble buttons and spring the defenses. You flee in as the guardian struggles to follow.
",DIRECT_CONTINUE
"Hello. Your name is AMALIE, and you are 13. My name is MUFFY, and i'm your dog. Yes, I can talk. Before I keep going, do you want to be dead or alive?
","Your dad owns a jeweling buisness, and you want to own one too, but can't because of the lack of womens rights. Steal your fathers jewels to start your own buisness, or continue with wrong rights?
","You run away. You have 53 jewels that you stole from your dad. Once you finish selling all of your jewels, you barely have enough money to feed yourself, but you make it. You can go home, or go mining.
",NEEDS_INPUT
"You sit down on a bench. There is a man next to you. He looks grumpy.
 Yay!
","Yay!
","Yay!
",NEEDS_INPUT
"Meryet. That is your name. As a doctor in training you were very dedicated. Following your moms story. Always making sure that others were feeling good before youself. But of course you also cared about yourself. But one day you were out walking and you were not paying attention. You were walking quickly for you saw someone who accidently inhaled too much sand. You were running over and you did not see the chariot coming right at you and then BAM! You wake up to see Osiris, the king and supreme judge, ruling over the dead and Ammit, ""devourer of the dead"" standing in front of you. What should you do?
 Osiris starts talking and you quietly listen. Osiris feels your attention and is pleased. Osiris keeps talking and talking and talking...
","Osiris keeps talking and realizes that he was talking for a while and takes a pause. He askes a question to her. A very important one.
""Do you think of yourself as a kind, good, and a caring person?"" Osiris asks...
","You take a big step foreward and say:
""I am ready.""
Then osiris carefully takes her heart and puts it on the scale. It drops imediatley, then the feather from Ma'at (truth and justice) is put on the scale...
It teeter totters and takes a while to stop. You wait patiently the thought of meeting your ancestors blinding you. A bright hole shimmering with gold is opened and you can see a party going on, on the other side. You look at the scale and see that your heart has taken place above the feather. You look up see Osiris and Thoth floating up slowly smiling.
""Good job Meryet, you may pass."" Thoth says as Ammit slowly desolves
""I am afraid I must go. Good job!""
",BRIDGE_AND_CONTINUE
"The hot sun beats down on you as you approach the Great Sphinx of Giza, its massive stone form towering over the desert sands. Its body, a blend of lion and human, is weathered yet majestic, carved from the very bedrock of the earth. Intricate hieroglyphics adorn its surface, telling tales of ancient gods and long-lost pharaohs. Its eyes, ancient and wise, seem to pierce through your soul, holding secrets that have endured for millennia.
As you draw closer, a shiver runs down your spine, both awe and trepidation washing over you. The sheer size of the Sphinx is overwhelming; it looms like a guardian of time itself, and you feel the weight of history pressing against your chest. As you step forward, the ground trembles beneath your feet, and a deep, echoing voice fills the air, resonating with a power that seems to vibrate in your bones.
Sphinx: ""Traveler, you stand before the guardian of Egypt's mysteries. To pass me, you must prove your worth by solving four riddles. Fail, and your journey will end here, among the sands.""
You can almost hear the whispers of the desert winds, cautioning you against the challenge ahead. The Sphinx’s paws shift slightly, revealing a hidden path beneath its body, like an invitation and a warning intertwined. The stakes are high, and a sense of urgency pulses through you; this is a moment that could define your journey.
Sphinx: ""Are you ready to face my challenges?""
As you stand before this mighty beast, a mix of fear and exhilaration courses through you. You know that your answers will determine your fate. There’s no turning back now; the adventure awaits, and with it, the promise of wisdom or the peril of defeat.
","You are Hallie, a 1 $hazelnut hamstress with a tiny but cozy house. So you are sadly poor :(
One day, you find a huge chestnut blocking your door to the burning hot Egpyt and hear a faded voice chitter chattering. You suspect it could be another hamstress.
What do you do?
","The Sphinx’s eyes flash with respect.
Sphinx: ""You are wise indeed, traveler. Christina, the one who helps you with math, is the answer you sought. Do not forget to wish Christina a happy birthday today!""
The Sphinx rises fully, allowing you to pass.
Sphinx: ""You have bested me, and for that, you shall receive a final reward.""
The Sphinx's body shimmers, and before your eyes, it transforms into a mighty falcon, the form of the god Horus.
Horus: ""You have passed the test of the Sphinx, proving yourself wise and brave. As a reward, I grant you safe passage and a gift from the gods themselves.""
A golden ankh appears in your hand, glowing with a soft, warm light.
Horus: ""This symbol of life will guide and protect you on your journey. Go forth, and may the gods watch over you.""
With a final powerful beat of his wings, Horus flies off into the sky, leaving you with a sense of awe and purpose.
You have successfully solved the Sphinx's riddles and received a divine blessing!
",INVALID_USER_INPUT
"You are about to challenge a man to a duel.
","Hello. Your name is AMALIE, and you are 13. My name is MUFFY, and i'm your dog. Yes, I can talk. Before I keep going, do you want to be dead or alive?
","You eat grass. Delicous. Too bad U die. Because why not?
",INVALID_USER_INPUT
